bug_id,title,severity,description,expected_behavior,actual_behavior,preconditions,bug_type,root_cause_category,root_cause_cluster,affected_module,environment,status,created_at,detected_at,resolved_at,reopened,dev_analysis_notes,qa_analysis_notes,version,team,prd_reference,source_file,source_row,cluster_id,duplicate_family_id,agent_suggested_severity,agent_suggested_bug_type,agent_suggested_root_cause_category,agent_suggestion_confidence,agent_suggestion_rationale,agent_review_status,cluster_name,cluster_investigation_score,hypothesis_ids,hypothesis_summary,action_ids,requires_human_review
RUN-1018,Distância com float32,Alto,Bug,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Perda de Precisão de Float,Bug,Bug,PRD,Em Análise,unknown,unknown,unknown,false,Ajuste no flexbox.,Reportado via teste exploratório.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,55,CL-001,DF-005,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1019,Elevação perde precisão,Alto,Bug,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,Bug,Bug,PRD,Fechado,unknown,unknown,unknown,false,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,56,CL-003,DF-003,medium,visual,test-gap,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Bug · quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1022,Operações excedem deadline,critical,Bug,O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Timeout no Cluster,Bug,Bug,HMG,Em Análise,unknown,unknown,unknown,true,Precisamos implementar uma fila assíncrona no cluster com fallback.,Simulei latência de rede e a request dá timeout.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,57,CL-001,DF-002,unknown,performance,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1024,Sincronização falha silenciosa,Médio,Bug,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Rate Limit da API de Terceiros,Bug,Bug,PRD,Reaberto,unknown,unknown,unknown,true,Ajuste no flexbox.,Reportado via teste exploratório.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,58,CL-001,DF-005,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1025,Velocidade média incorreta,Médio,Bug,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Perda de Precisão de Float,Bug,Bug,HMG,Em Análise,unknown,unknown,unknown,false,Ajuste no flexbox.,Reportado via teste exploratório.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,59,CL-001,DF-005,medium,visual,implementation,high,As regras encontraram 5 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1028,Pool atinge limite,critical,Bug,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Timeout no Cluster,Bug,Bug,PRD,Reaberto,unknown,unknown,unknown,false,Ajuste no flexbox.,Reportado via teste exploratório.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,60,CL-001,DF-005,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1032,Queries aguardam lock,Alto,Bug,O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Timeout no Cluster,Bug,Bug,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,Precisamos implementar uma fila assíncrona no cluster com fallback.,Simulei latência de rede e a request dá timeout.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,61,CL-001,DF-002,unknown,performance,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1034,Comparação com epsilon,Médio,Bug,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,Bug,Bug,PRD,Em Análise,unknown,unknown,unknown,true,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,62,CL-003,DF-003,medium,visual,test-gap,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Bug · quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1036,Latência sob carga,critical,Bug,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Timeout no Cluster,Bug,Bug,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,Faltou atualizar a capability de 'Background Modes' no build.,"Testado correndo 5km na rua. Relógio marcou certo, app cortou caminho.",Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,63,CL-002,DF-001,unknown,performance,process,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,162,HY-002,Mecanismo plausível ligado a process no cluster Bug · quebras visuais.,AC-004|AC-005|AC-006,true
RUN-1037,Only-while-in-use incorreto,critical,Bug,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Permissão de Localização (OS),Bug,Bug,PRD,Reaberto,unknown,unknown,unknown,true,Faltou atualizar a capability de 'Background Modes' no build.,"Testado correndo 5km na rua. Relógio marcou certo, app cortou caminho.",Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,64,CL-002,DF-001,medium,visual,process,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,162,HY-002,Mecanismo plausível ligado a process no cluster Bug · quebras visuais.,AC-004|AC-005|AC-006,true
RUN-1042,Estado vazio não tratado nos testes,Médio,Bug,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Falso Positivo na Automação (Cypress/Playwright),Bug,Bug,HMG,Fechado (Após Reabertura),unknown,unknown,unknown,true,Ajuste no flexbox.,Reportado via teste exploratório.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,65,CL-001,DF-005,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1043,Conversão de unidades,Alto,Bug,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,Bug,Bug,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,66,CL-003,DF-003,medium,visual,integration-contract,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Bug · quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1049,Float32 vs Float64 [RUN-1049],Médio,Bug,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Perda de Precisão de Float,Bug,Bug,HMG,Em Análise,unknown,unknown,unknown,false,Ajuste no flexbox.,Reportado via teste exploratório.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,67,CL-001,DF-005,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1059,Goroutine leak,critical,Bug,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Timeout no Cluster,Bug,Bug,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,Faltou atualizar a capability de 'Background Modes' no build.,"Testado correndo 5km na rua. Relógio marcou certo, app cortou caminho.",Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,68,CL-002,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,162,HY-002,Mecanismo plausível ligado a process no cluster Bug · quebras visuais.,AC-004|AC-005|AC-006,true
RUN-1060,DOM renderizado mas Cypress valida cedo,Médio,Bug,A automação deve validar a renderização da lista de corridas.,"O Cypress está validando apenas se o container `<div id='history'>` existe, ignorando se os cards foram renderizados.",Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Falso Positivo na Automação (Cypress/Playwright),Bug,Bug,HMG,Em Análise,unknown,unknown,unknown,true,Ciente.,Refatorando o script do Playwright para esperar o state networkidle antes de fazer o assert.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,69,CL-001,DF-004,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1061,Banker rounding [RUN-1061],Alto,Bug,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,Bug,Bug,PRD,Reaberto,unknown,unknown,unknown,true,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,70,CL-003,DF-003,medium,visual,test-gap,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Bug · quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1065,Fila não processa após erro,Alto,Bug,O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Rate Limit da API de Terceiros,Bug,Bug,HMG,Fechado,unknown,unknown,unknown,false,Precisamos implementar uma fila assíncrona no cluster com fallback.,Simulei latência de rede e a request dá timeout.,Bug,Bug,Bug,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,71,CL-001,DF-002,medium,performance,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Bug · quebras visuais,175,HY-001,Mecanismo plausível ligado a implementation no cluster Bug · quebras visuais.,AC-001|AC-002|AC-003,true
