bug_id,title,severity,description,expected_behavior,actual_behavior,preconditions,bug_type,root_cause_category,root_cause_cluster,affected_module,environment,status,created_at,detected_at,resolved_at,reopened,dev_analysis_notes,qa_analysis_notes,version,team,prd_reference,source_file,source_row,cluster_id,duplicate_family_id,agent_suggested_severity,agent_suggested_bug_type,agent_suggested_root_cause_category,agent_suggestion_confidence,agent_suggestion_rationale,agent_review_status,cluster_name,cluster_investigation_score,hypothesis_ids,hypothesis_summary,action_ids,requires_human_review
RUN-1032,unknown,Alto,unknown,O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Timeout no Cluster,unknown,unknown,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,Precisamos implementar uma fila assíncrona no cluster com fallback.,Simulei latência de rede e a request dá timeout.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,61,CL-002,DF-002,unknown,performance,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de performance,102,HY-002,Mecanismo plausível ligado a implementation no cluster Cluster de performance.,AC-004|AC-005|AC-006,true
RUN-1034,unknown,Médio,unknown,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,unknown,unknown,PRD,Em Análise,unknown,unknown,unknown,true,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,62,CL-003,DF-003,medium,visual,test-gap,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Cluster de quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1036,unknown,critical,unknown,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Timeout no Cluster,unknown,unknown,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,Faltou atualizar a capability de 'Background Modes' no build.,"Testado correndo 5km na rua. Relógio marcou certo, app cortou caminho.",unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,63,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,162,HY-001,Mecanismo plausível ligado a process no cluster Cluster de quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1037,unknown,critical,unknown,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Permissão de Localização (OS),unknown,unknown,PRD,Reaberto,unknown,unknown,unknown,true,Faltou atualizar a capability de 'Background Modes' no build.,"Testado correndo 5km na rua. Relógio marcou certo, app cortou caminho.",unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,64,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,162,HY-001,Mecanismo plausível ligado a process no cluster Cluster de quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1042,unknown,Médio,unknown,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Falso Positivo na Automação (Cypress/Playwright),unknown,unknown,HMG,Fechado (Após Reabertura),unknown,unknown,unknown,true,Ajuste no flexbox.,Reportado via teste exploratório.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,65,CL-004,DF-004,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,37,unknown,unknown,unknown,true
RUN-1043,unknown,Alto,unknown,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,unknown,unknown,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,66,CL-003,DF-003,medium,visual,test-gap,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Cluster de quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1049,unknown,Médio,unknown,Componente deve funcionar suavemente sem interromper a visualização do pace.,Pequena quebra de layout ao rotacionar a tela.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Perda de Precisão de Float,unknown,unknown,HMG,Em Análise,unknown,unknown,unknown,false,Ajuste no flexbox.,Reportado via teste exploratório.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,67,CL-004,DF-004,medium,visual,implementation,medium,As regras encontraram 4 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,37,unknown,unknown,unknown,true
RUN-1059,unknown,critical,unknown,O app deve continuar coletando as coordenadas em background.,O sistema operacional mata o processo de background e o GPS desenha uma reta entre o ponto de bloqueio e desbloqueio.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Timeout no Cluster,unknown,unknown,PRD,Fechado (Após Reabertura),unknown,unknown,unknown,true,Faltou atualizar a capability de 'Background Modes' no build.,"Testado correndo 5km na rua. Relógio marcou certo, app cortou caminho.",unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,68,CL-001,DF-001,unknown,visual,process,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,162,HY-001,Mecanismo plausível ligado a process no cluster Cluster de quebras visuais.,AC-001|AC-002|AC-003,true
RUN-1060,unknown,Médio,unknown,A automação deve validar a renderização da lista de corridas.,"O Cypress está validando apenas se o container `<div id='history'>` existe, ignorando se os cards foram renderizados.",Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Falso Positivo na Automação (Cypress/Playwright),unknown,unknown,HMG,Em Análise,unknown,unknown,unknown,true,Ciente.,Refatorando o script do Playwright para esperar o state networkidle antes de fazer o assert.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,69,CL-005,DF-005,unknown,visual,implementation,medium,As regras encontraram 2 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,36,unknown,unknown,unknown,true
RUN-1061,unknown,Alto,unknown,O app deve validar se a média de pace da 2ª metade é estritamente menor que a da 1ª metade.,Arredondamento de segundos no frontend gera falso positivo de negative split.,Sprint=Sprint 14; Projeto=RunTrack Pro,functional,Perda de Precisão de Float,unknown,unknown,PRD,Reaberto,unknown,unknown,unknown,true,"Erro de tipagem no cálculo de pace médio, corrigido.",Automação validou com mock de 5:00/km em ambas metades e a badge acendeu.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,70,CL-003,DF-003,medium,visual,test-gap,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de quebras visuais,52,HY-003,Mecanismo plausível ligado a test-gap no cluster Cluster de quebras visuais.,AC-007|AC-008|AC-009,true
RUN-1065,unknown,Alto,unknown,O treino deve aparecer no feed do Strava em até 1 minuto ou exibir modal de 'Tentar Novamente'.,Loading infinito na tela de resumo e o treino fica preso localmente.,Sprint=Sprint 14; Projeto=RunTrack Pro,visual,Rate Limit da API de Terceiros,unknown,unknown,HMG,Fechado,unknown,unknown,unknown,false,Precisamos implementar uma fila assíncrona no cluster com fallback.,Simulei latência de rede e a request dá timeout.,unknown,unknown,unknown,C:\Users\C919409\OneDrive - Anheuser-Busch InBev\My Documents\rca-agent-lab\.worktrees\rca-agentic-v1\reports\run-20260723-bugs-app-corrida-kpi\bugs_app_corrida_kpi_canonico.csv,71,CL-002,DF-002,unknown,performance,implementation,medium,As regras encontraram 3 sinais textuais relevantes; a classificação reportada foi avaliada como conflicting. Requer revisão humana.,conflicting,Cluster de performance,102,HY-002,Mecanismo plausível ligado a implementation no cluster Cluster de performance.,AC-004|AC-005|AC-006,true
